"species","area","year","month","landings"
"Salmon","Morro Bay","2002-2003","May",5770
"Salmon","Morro Bay","2003-2004","May",31895
"Salmon","Morro Bay","2004-2005","May",71702
"Salmon","Morro Bay","2005-2006","May",3509
"Salmon","Morro Bay","2006-2007","May",6160
"Salmon","Morro Bay","2009-2010","May",0
"Salmon","Morro Bay","2010-2011","May",4647
"Salmon","Morro Bay","2011-2012","May",74093
"Salmon","Morro Bay","2012-2013","May",27949
"Salmon","Morro Bay","2013-2014","May",5753
"Salmon","Morro Bay","2014-2015","May",23010
"Salmon","Morro Bay","2015-2016","May",4454
"Salmon","Morro Bay","2016-2017","May",6790
"Salmon","Morro Bay","2017-2018","May",933
"Salmon","Morro Bay","2018-2019","May",213338
"Salmon","San Diego","2001-2002","May",0
"Salmon","San Francisco","1999-2000","May",716895
"Salmon","San Francisco","2000-2001","May",397622
"Salmon","San Francisco","2001-2002","May",429454
"Salmon","San Francisco","2002-2003","May",162731
"Salmon","San Francisco","2003-2004","May",727929
"Salmon","San Francisco","2004-2005","May",280852
"Salmon","San Francisco","2005-2006","May",52234
"Salmon","San Francisco","2006-2007","May",232426
"Salmon","San Francisco","2009-2010","May",0
"Salmon","San Francisco","2010-2011","May",56387
"Salmon","San Francisco","2011-2012","May",213072
"Salmon","San Francisco","2012-2013","May",529853
"Salmon","San Francisco","2013-2014","May",122363
"Salmon","San Francisco","2014-2015","May",27450
"Salmon","San Francisco","2015-2016","May",23655
"Salmon","San Francisco","2016-2017","May",6732
"Salmon","San Francisco","2017-2018","May",14707
"Salmon","San Francisco","2018-2019","May",168541
"Salmon","Santa Barbara","1999-2000","May",340
"Salmon","Santa Barbara","2000-2001","May",1381
"Salmon","Santa Barbara","2001-2002","May",42367
"Salmon","Santa Barbara","2002-2003","May",324
"Salmon","Santa Barbara","2003-2004","May",421
"Salmon","Santa Barbara","2004-2005","May",1237
"Salmon","Santa Barbara","2005-2006","May",248
"Salmon","Santa Barbara","2006-2007","May",290
"Salmon","Santa Barbara","2008-2009","May",0
"Salmon","Santa Barbara","2010-2011","May",1307
"Salmon","Santa Barbara","2011-2012","May",4220
"Salmon","Santa Barbara","2012-2013","May",635
"Salmon","Santa Barbara","2013-2014","May",0
"Salmon","Santa Barbara","2014-2015","May",7428
"Salmon","Santa Barbara","2015-2016","May",951
"Salmon","Santa Barbara","2016-2017","May",131
"Salmon","Santa Barbara","2017-2018","May",0
"Salmon","Santa Barbara","2018-2019","May",6326
"Pelagics","Bodega Bay","1999-2000","May",0
"Pelagics","Bodega Bay","2002-2003","May",0
"Pelagics","Bodega Bay","2003-2004","May",0
"Pelagics","Bodega Bay","2004-2005","May",0
"Pelagics","Bodega Bay","2005-2006","May",0
"Pelagics","Bodega Bay","2006-2007","May",0
"Pelagics","Bodega Bay","2008-2009","May",0
"Pelagics","Bodega Bay","2014-2015","May",0
"Pelagics","Bodega Bay","2015-2016","May",0
"Pelagics","Bodega Bay","2016-2017","May",0
"Pelagics","Bodega Bay","2017-2018","May",0
"Pelagics","Bodega Bay","2018-2019","May",0
"Pelagics","Eureka","1999-2000","May",711
"Pelagics","Eureka","2000-2001","May",3
"Pelagics","Eureka","2001-2002","May",4
"Pelagics","Eureka","2002-2003","May",0
"Pelagics","Eureka","2003-2004","May",2
"Pelagics","Eureka","2004-2005","May",0
"Pelagics","Eureka","2005-2006","May",81
"Pelagics","Eureka","2007-2008","May",0
"Pelagics","Eureka","2009-2010","May",6
"Pelagics","Eureka","2014-2015","May",0
"Pelagics","Eureka","2016-2017","May",0
"Pelagics","Eureka","2017-2018","May",20
"Pelagics","Eureka","2018-2019","May",0
"Pelagics","Fort Bragg","2000-2001","May",0
"Pelagics","Fort Bragg","2002-2003","May",0
"Pelagics","Fort Bragg","2003-2004","May",0
"Pelagics","Fort Bragg","2004-2005","May",0
"Pelagics","Fort Bragg","2005-2006","May",0
"Pelagics","Fort Bragg","2009-2010","May",0
"Pelagics","Fort Bragg","2013-2014","May",0
"Pelagics","Fort Bragg","2014-2015","May",0
"Pelagics","Fort Bragg","2015-2016","May",0
"Pelagics","Fort Bragg","2016-2017","May",0
"Pelagics","Fort Bragg","2017-2018","May",0
"Pelagics","Fort Bragg","2018-2019","May",0
"Pelagics","Los Angeles","1999-2000","May",4021076
"Pelagics","Los Angeles","2000-2001","May",13762522
"Pelagics","Los Angeles","2001-2002","May",4672624
"Pelagics","Los Angeles","2002-2003","May",4251596
"Pelagics","Los Angeles","2003-2004","May",1942027
"Pelagics","Los Angeles","2004-2005","May",4270603
"Pelagics","Los Angeles","2005-2006","May",8288808
"Pelagics","Los Angeles","2006-2007","May",6788389
"Pelagics","Los Angeles","2007-2008","May",10784093
"Pelagics","Los Angeles","2008-2009","May",2379669
"Pelagics","Los Angeles","2009-2010","May",7759014
"Pelagics","Los Angeles","2010-2011","May",71614
"Pelagics","Los Angeles","2011-2012","May",6187069
"Pelagics","Los Angeles","2012-2013","May",4429971
"Pelagics","Los Angeles","2013-2014","May",5672781
"Pelagics","Los Angeles","2014-2015","May",736823
"Pelagics","Los Angeles","2015-2016","May",1714468
"Pelagics","Los Angeles","2016-2017","May",1031946
"Pelagics","Los Angeles","2017-2018","May",2480
"Pelagics","Los Angeles","2018-2019","May",165008
"Pelagics","Monterey","1999-2000","May",1088069
"Pelagics","Monterey","2000-2001","May",9976321
"Pelagics","Monterey","2001-2002","May",74547
"Pelagics","Monterey","2002-2003","May",9720
"Pelagics","Monterey","2003-2004","May",3560271
"Pelagics","Monterey","2004-2005","May",3837387
"Pelagics","Monterey","2005-2006","May",8100805
"Pelagics","Monterey","2006-2007","May",6527680
"Pelagics","Monterey","2007-2008","May",7666275
"Pelagics","Monterey","2008-2009","May",120
"Pelagics","Monterey","2009-2010","May",1027557
"Pelagics","Monterey","2010-2011","May",325801
"Pelagics","Monterey","2011-2012","May",0
"Pelagics","Monterey","2012-2013","May",0
"Pelagics","Monterey","2013-2014","May",1263656
"Pelagics","Monterey","2014-2015","May",7491144
"Pelagics","Monterey","2015-2016","May",4869
"Pelagics","Monterey","2016-2017","May",204521
"Pelagics","Monterey","2017-2018","May",1223104
"Pelagics","Monterey","2018-2019","May",1250426
"Pelagics","Morro Bay","1999-2000","May",0
"Pelagics","Morro Bay","2000-2001","May",45
"Pelagics","Morro Bay","2001-2002","May",0
"Pelagics","Morro Bay","2002-2003","May",0
"Pelagics","Morro Bay","2003-2004","May",0
"Pelagics","Morro Bay","2005-2006","May",0
"Pelagics","Morro Bay","2006-2007","May",0
"Pelagics","Morro Bay","2008-2009","May",0
"Pelagics","Morro Bay","2009-2010","May",0
"Pelagics","Morro Bay","2010-2011","May",0
"Pelagics","Morro Bay","2011-2012","May",11
"Pelagics","Morro Bay","2014-2015","May",0
"Pelagics","Morro Bay","2016-2017","May",0
"Pelagics","Morro Bay","2017-2018","May",0
"Pelagics","Morro Bay","2018-2019","May",95
"Pelagics","San Diego","1999-2000","May",10584
"Pelagics","San Diego","2000-2001","May",1354
"Pelagics","San Diego","2001-2002","May",25288
"Pelagics","San Diego","2002-2003","May",10085
"Pelagics","San Diego","2003-2004","May",11709
"Pelagics","San Diego","2004-2005","May",8325
"Pelagics","San Diego","2005-2006","May",22745
"Pelagics","San Diego","2006-2007","May",0
"Pelagics","San Diego","2007-2008","May",0
"Pelagics","San Diego","2008-2009","May",8
"Pelagics","San Diego","2009-2010","May",1
"Pelagics","San Diego","2010-2011","May",65260
"Pelagics","San Diego","2011-2012","May",24075
"Pelagics","San Diego","2012-2013","May",51402
"Pelagics","San Diego","2013-2014","May",31233
"Pelagics","San Diego","2014-2015","May",4050
"Pelagics","San Diego","2015-2016","May",6563
"Pelagics","San Diego","2016-2017","May",22995
"Pelagics","San Diego","2017-2018","May",5566
"Pelagics","San Diego","2018-2019","May",120690
"Pelagics","San Francisco","1999-2000","May",99112
"Pelagics","San Francisco","2000-2001","May",4
"Pelagics","San Francisco","2001-2002","May",14172
"Pelagics","San Francisco","2002-2003","May",41
"Pelagics","San Francisco","2003-2004","May",268
"Pelagics","San Francisco","2004-2005","May",0
"Pelagics","San Francisco","2005-2006","May",12
"Pelagics","San Francisco","2006-2007","May",3
"Pelagics","San Francisco","2007-2008","May",0
"Pelagics","San Francisco","2008-2009","May",0
"Pelagics","San Francisco","2009-2010","May",400
"Pelagics","San Francisco","2010-2011","May",18
"Pelagics","San Francisco","2011-2012","May",0
"Pelagics","San Francisco","2012-2013","May",0
"Pelagics","San Francisco","2013-2014","May",700
"Pelagics","San Francisco","2014-2015","May",0
"Pelagics","San Francisco","2015-2016","May",0
"Pelagics","San Francisco","2016-2017","May",161
"Pelagics","San Francisco","2017-2018","May",248
"Pelagics","San Francisco","2018-2019","May",1093
"Pelagics","Santa Barbara","1999-2000","May",1238096
"Pelagics","Santa Barbara","2000-2001","May",786334
"Pelagics","Santa Barbara","2001-2002","May",93744
"Pelagics","Santa Barbara","2002-2003","May",25157
"Pelagics","Santa Barbara","2003-2004","May",116928
"Pelagics","Santa Barbara","2004-2005","May",84719
"Pelagics","Santa Barbara","2005-2006","May",482076
"Pelagics","Santa Barbara","2006-2007","May",1817257
"Pelagics","Santa Barbara","2007-2008","May",3134
"Pelagics","Santa Barbara","2008-2009","May",221452
"Pelagics","Santa Barbara","2009-2010","May",36810
"Pelagics","Santa Barbara","2010-2011","May",6011
"Pelagics","Santa Barbara","2011-2012","May",19
"Pelagics","Santa Barbara","2012-2013","May",27415
"Pelagics","Santa Barbara","2013-2014","May",103224
"Pelagics","Santa Barbara","2014-2015","May",7130
"Pelagics","Santa Barbara","2015-2016","May",38479
"Pelagics","Santa Barbara","2016-2017","May",34382
"Pelagics","Santa Barbara","2017-2018","May",24
"Pelagics","Santa Barbara","2018-2019","May",17681
"Pacific Bonito","San Francisco","2003-2004","May",0
"Pacific Bonito","San Francisco","2007-2008","May",0
"Pacific Bonito","San Francisco","2008-2009","May",0
"Pacific Bonito","San Francisco","2010-2011","May",0
"Pacific Bonito","San Francisco","2012-2013","May",0
"Pacific Bonito","San Francisco","2013-2014","May",0
"Pacific Bonito","San Francisco","2014-2015","May",0
"Pacific Bonito","San Francisco","2014-2015","May",0
"Pacific Bonito","San Francisco","2016-2017","May",0
"Pacific Bonito","Monterey","1999-2000","May",0
"Pacific Bonito","Monterey","2000-2001","May",0
"Pacific Bonito","Monterey","2001-2002","May",29461
"Pacific Bonito","Monterey","2003-2004","May",0
"Pacific Bonito","Monterey","2005-2006","May",0
"Pacific Bonito","Monterey","2007-2008","May",0
"Pacific Bonito","Monterey","2012-2013","May",0
"Pacific Bonito","Monterey","2014-2015","May",0
"Pacific Bonito","Monterey","2015-2016","May",0
"Pacific Bonito","Monterey","2017-2018","May",0
"Pacific Bonito","Monterey","2018-2019","May",13
"Pacific Bonito","Morro Bay","1999-2000","May",0
"Pacific Bonito","Morro Bay","2000-2001","May",195
"Pacific Bonito","Morro Bay","2001-2002","May",0
"Pacific Bonito","Morro Bay","2002-2003","May",0
"Pacific Bonito","Morro Bay","2003-2004","May",0
"Pacific Bonito","Morro Bay","2005-2006","May",0
"Pacific Bonito","Morro Bay","2007-2008","May",0
"Pacific Bonito","Morro Bay","2008-2009","May",0
"Pacific Bonito","Morro Bay","2014-2015","May",0
"Pacific Bonito","Morro Bay","2015-2016","May",0
"Pacific Bonito","Morro Bay","2016-2017","May",0
"Pacific Bonito","Morro Bay","2017-2018","May",0
"Pacific Bonito","Morro Bay","2018-2019","May",212
"Pacific Bonito","Santa Barbara","1999-2000","May",0
"Pacific Bonito","Santa Barbara","2000-2001","May",0
"Pacific Bonito","Santa Barbara","2001-2002","May",0
"Pacific Bonito","Santa Barbara","2002-2003","May",0
"Pacific Bonito","Santa Barbara","2003-2004","May",0
"Pacific Bonito","Santa Barbara","2004-2005","May",0
"Pacific Bonito","Santa Barbara","2005-2006","May",40
"Pacific Bonito","Santa Barbara","2006-2007","May",35896
"Pacific Bonito","Santa Barbara","2006-2007","May",0
"Pacific Bonito","Santa Barbara","2007-2008","May",0
"Pacific Bonito","Santa Barbara","2008-2009","May",9
"Pacific Bonito","Santa Barbara","2008-2009","May",0
"Pacific Bonito","Santa Barbara","2009-2010","May",0
"Pacific Bonito","Santa Barbara","2010-2011","May",0
"Pacific Bonito","Santa Barbara","2011-2012","May",0
"Pacific Bonito","Santa Barbara","2012-2013","May",40670
"Pacific Bonito","Santa Barbara","2013-2014","May",0
"Pacific Bonito","Santa Barbara","2014-2015","May",0
"Pacific Bonito","Santa Barbara","2015-2016","May",0
"Pacific Bonito","Santa Barbara","2016-2017","May",0
"Pacific Bonito","Santa Barbara","2017-2018","May",0
"Pacific Bonito","Santa Barbara","2018-2019","May",0
"Pacific Bonito","Los Angeles","1999-2000","May",0
"Pacific Bonito","Los Angeles","2000-2001","May",0
"Pacific Bonito","Los Angeles","2000-2001","May",0
"Pacific Bonito","Los Angeles","2001-2002","May",721
"Pacific Bonito","Los Angeles","2002-2003","May",498
"Pacific Bonito","Los Angeles","2003-2004","May",0
"Pacific Bonito","Los Angeles","2004-2005","May",0
"Pacific Bonito","Los Angeles","2005-2006","May",0
"Pacific Bonito","Los Angeles","2006-2007","May",0
"Pacific Bonito","Los Angeles","2007-2008","May",1189170
"Pacific Bonito","Los Angeles","2008-2009","May",1704488
"Pacific Bonito","Los Angeles","2009-2010","May",0
"Pacific Bonito","Los Angeles","2010-2011","May",0
"Pacific Bonito","Los Angeles","2011-2012","May",23
"Pacific Bonito","Los Angeles","2012-2013","May",0
"Pacific Bonito","Los Angeles","2013-2014","May",3
"Pacific Bonito","Los Angeles","2014-2015","May",0
"Pacific Bonito","Los Angeles","2015-2016","May",195
"Pacific Bonito","Los Angeles","2016-2017","May",0
"Pacific Bonito","Los Angeles","2017-2018","May",0
"Pacific Bonito","Los Angeles","2018-2019","May",0
"Pacific Bonito","San Diego","1999-2000","May",985
"Pacific Bonito","San Diego","2000-2001","May",132
"Pacific Bonito","San Diego","2001-2002","May",285
"Pacific Bonito","San Diego","2002-2003","May",309
"Pacific Bonito","San Diego","2003-2004","May",257
"Pacific Bonito","San Diego","2004-2005","May",0
"Pacific Bonito","San Diego","2005-2006","May",3270
"Pacific Bonito","San Diego","2006-2007","May",692
"Pacific Bonito","San Diego","2007-2008","May",243
"Pacific Bonito","San Diego","2008-2009","May",0
"Pacific Bonito","San Diego","2011-2012","May",0
"Pacific Bonito","San Diego","2013-2014","May",0
"Pacific Bonito","San Diego","2014-2015","May",495
"Pacific Bonito","San Diego","2015-2016","May",65
"Pacific Bonito","San Diego","2015-2016","May",70
"Pacific Bonito","San Diego","2016-2017","May",37
"Pacific Bonito","San Diego","2016-2017","May",0
"Pacific Bonito","San Diego","2017-2018","May",0
"Pacific Bonito","San Diego","2018-2019","May",637
"Rock Crab","Bodega Bay","1999-2000","May",22
"Rock Crab","Bodega Bay","2000-2001","May",0
"Rock Crab","Bodega Bay","2001-2002","May",0
"Rock Crab","Bodega Bay","2002-2003","May",0
"Rock Crab","Bodega Bay","2003-2004","May",0
"Rock Crab","Bodega Bay","2004-2005","May",0
"Rock Crab","Bodega Bay","2005-2006","May",0
"Rock Crab","Bodega Bay","2006-2007","May",0
"Rock Crab","Bodega Bay","2008-2009","May",117
"Rock Crab","Bodega Bay","2009-2010","May",37
"Rock Crab","Bodega Bay","2010-2011","May",32
"Rock Crab","Bodega Bay","2011-2012","May",190
"Rock Crab","Bodega Bay","2012-2013","May",315
"Rock Crab","Bodega Bay","2013-2014","May",1015
"Rock Crab","Bodega Bay","2014-2015","May",210
"Rock Crab","Bodega Bay","2016-2017","May",5070
"Rock Crab","Bodega Bay","2017-2018","May",10357
"Rock Crab","Bodega Bay","2018-2019","May",826
"Rock Crab","Eureka","1999-2000","May",1071
"Rock Crab","Eureka","2000-2001","May",1518
"Rock Crab","Eureka","2001-2002","May",1476
"Rock Crab","Eureka","2002-2003","May",0
"Rock Crab","Eureka","2003-2004","May",125
"Rock Crab","Eureka","2004-2005","May",0
"Rock Crab","Eureka","2005-2006","May",0
"Rock Crab","Eureka","2006-2007","May",0
"Rock Crab","Eureka","2010-2011","May",0
"Rock Crab","Eureka","2017-2018","May",0
"Rock Crab","Eureka","2018-2019","May",245
"Rock Crab","Fort Bragg","1999-2000","May",0
"Rock Crab","Fort Bragg","2000-2001","May",0
"Rock Crab","Fort Bragg","2001-2002","May",0
"Rock Crab","Fort Bragg","2002-2003","May",0
"Rock Crab","Fort Bragg","2003-2004","May",0
"Rock Crab","Fort Bragg","2007-2008","May",0
"Rock Crab","Fort Bragg","2017-2018","May",100
"Rock Crab","Fort Bragg","2018-2019","May",0
"Rock Crab","Los Angeles","1999-2000","May",12423
"Rock Crab","Los Angeles","2000-2001","May",12582
"Rock Crab","Los Angeles","2001-2002","May",7418
"Rock Crab","Los Angeles","2002-2003","May",9383
"Rock Crab","Los Angeles","2003-2004","May",11890
"Rock Crab","Los Angeles","2004-2005","May",7614
"Rock Crab","Los Angeles","2005-2006","May",4806
"Rock Crab","Los Angeles","2006-2007","May",16511
"Rock Crab","Los Angeles","2007-2008","May",15942
"Rock Crab","Los Angeles","2008-2009","May",11897
"Rock Crab","Los Angeles","2009-2010","May",14838
"Rock Crab","Los Angeles","2010-2011","May",10458
"Rock Crab","Los Angeles","2011-2012","May",19774
"Rock Crab","Los Angeles","2012-2013","May",28066
"Rock Crab","Los Angeles","2013-2014","May",28204
"Rock Crab","Los Angeles","2014-2015","May",15487
"Rock Crab","Los Angeles","2015-2016","May",4388
"Rock Crab","Los Angeles","2016-2017","May",767
"Rock Crab","Los Angeles","2017-2018","May",16416
"Rock Crab","Los Angeles","2018-2019","May",13233
"Rock Crab","Monterey","1999-2000","May",929
"Rock Crab","Monterey","2000-2001","May",48
"Rock Crab","Monterey","2001-2002","May",38
"Rock Crab","Monterey","2002-2003","May",0
"Rock Crab","Monterey","2003-2004","May",0
"Rock Crab","Monterey","2004-2005","May",259
"Rock Crab","Monterey","2005-2006","May",0
"Rock Crab","Monterey","2007-2008","May",79
"Rock Crab","Monterey","2008-2009","May",218
"Rock Crab","Monterey","2009-2010","May",859
"Rock Crab","Monterey","2010-2011","May",4199
"Rock Crab","Monterey","2011-2012","May",672
"Rock Crab","Monterey","2012-2013","May",45
"Rock Crab","Monterey","2013-2014","May",5674
"Rock Crab","Monterey","2014-2015","May",1193
"Rock Crab","Monterey","2015-2016","May",223
"Rock Crab","Monterey","2016-2017","May",1136
"Rock Crab","Monterey","2017-2018","May",2339
"Rock Crab","Monterey","2018-2019","May",1605
"Rock Crab","Morro Bay","1999-2000","May",2346
"Rock Crab","Morro Bay","2000-2001","May",9890
"Rock Crab","Morro Bay","2001-2002","May",25284
"Rock Crab","Morro Bay","2002-2003","May",7727
"Rock Crab","Morro Bay","2003-2004","May",3120
"Rock Crab","Morro Bay","2004-2005","May",5713
"Rock Crab","Morro Bay","2005-2006","May",2991
"Rock Crab","Morro Bay","2006-2007","May",8157
"Rock Crab","Morro Bay","2007-2008","May",11747
"Rock Crab","Morro Bay","2008-2009","May",3865
"Rock Crab","Morro Bay","2009-2010","May",5000
"Rock Crab","Morro Bay","2010-2011","May",3224
"Rock Crab","Morro Bay","2011-2012","May",639
"Rock Crab","Morro Bay","2012-2013","May",5755
"Rock Crab","Morro Bay","2013-2014","May",7797
"Rock Crab","Morro Bay","2014-2015","May",12615
"Rock Crab","Morro Bay","2015-2016","May",5175
"Rock Crab","Morro Bay","2016-2017","May",5362
"Rock Crab","Morro Bay","2017-2018","May",7130
"Rock Crab","Morro Bay","2018-2019","May",1445
"Rock Crab","San Diego","1999-2000","May",26033
"Rock Crab","San Diego","2000-2001","May",25630
"Rock Crab","San Diego","2001-2002","May",21907
"Rock Crab","San Diego","2002-2003","May",25674
"Rock Crab","San Diego","2003-2004","May",9259
"Rock Crab","San Diego","2004-2005","May",11709
"Rock Crab","San Diego","2005-2006","May",7994
"Rock Crab","San Diego","2006-2007","May",11868
"Rock Crab","San Diego","2007-2008","May",7516
"Rock Crab","San Diego","2008-2009","May",9240
"Rock Crab","San Diego","2009-2010","May",15746
"Rock Crab","San Diego","2010-2011","May",21958
"Rock Crab","San Diego","2011-2012","May",10424
"Rock Crab","San Diego","2012-2013","May",10512
"Rock Crab","San Diego","2013-2014","May",11662
"Rock Crab","San Diego","2014-2015","May",12163
"Rock Crab","San Diego","2015-2016","May",3601
"Rock Crab","San Diego","2016-2017","May",1470
"Rock Crab","San Diego","2017-2018","May",23098
"Rock Crab","San Diego","2018-2019","May",14852
"Rock Crab","San Francisco","1999-2000","May",2564
"Rock Crab","San Francisco","2000-2001","May",2657
"Rock Crab","San Francisco","2001-2002","May",1667
"Rock Crab","San Francisco","2002-2003","May",510
"Rock Crab","San Francisco","2003-2004","May",124
"Rock Crab","San Francisco","2004-2005","May",784
"Rock Crab","San Francisco","2005-2006","May",425
"Rock Crab","San Francisco","2006-2007","May",150
"Rock Crab","San Francisco","2007-2008","May",4349
"Rock Crab","San Francisco","2008-2009","May",572
"Rock Crab","San Francisco","2009-2010","May",1329
"Rock Crab","San Francisco","2010-2011","May",639
"Rock Crab","San Francisco","2011-2012","May",271
"Rock Crab","San Francisco","2012-2013","May",370
"Rock Crab","San Francisco","2013-2014","May",1674
"Rock Crab","San Francisco","2014-2015","May",1674
"Rock Crab","San Francisco","2015-2016","May",0
"Rock Crab","San Francisco","2016-2017","May",2840
"Rock Crab","San Francisco","2017-2018","May",2263
"Rock Crab","San Francisco","2018-2019","May",3494
"Rock Crab","Santa Barbara","1999-2000","May",52238
"Rock Crab","Santa Barbara","2000-2001","May",74204
"Rock Crab","Santa Barbara","2001-2002","May",60869
"Rock Crab","Santa Barbara","2002-2003","May",60960
"Rock Crab","Santa Barbara","2003-2004","May",47286
"Rock Crab","Santa Barbara","2004-2005","May",58370
"Rock Crab","Santa Barbara","2005-2006","May",80866
"Rock Crab","Santa Barbara","2006-2007","May",80323
"Rock Crab","Santa Barbara","2007-2008","May",89745
"Rock Crab","Santa Barbara","2008-2009","May",108589
"Rock Crab","Santa Barbara","2009-2010","May",96003
"Rock Crab","Santa Barbara","2010-2011","May",111361
"Rock Crab","Santa Barbara","2011-2012","May",106204
"Rock Crab","Santa Barbara","2012-2013","May",113621
"Rock Crab","Santa Barbara","2013-2014","May",164980
"Rock Crab","Santa Barbara","2014-2015","May",192650
"Rock Crab","Santa Barbara","2015-2016","May",92200
"Rock Crab","Santa Barbara","2016-2017","May",55533
"Rock Crab","Santa Barbara","2017-2018","May",101217
"Rock Crab","Santa Barbara","2018-2019","May",92224
"Pacific Whiting","Eureka","1999-2000","May",6119297
"Pacific Whiting","Eureka","2000-2001","May",3047819
"Pacific Whiting","Eureka","2001-2002","May",1751166
"Pacific Whiting","Eureka","2002-2003","May",1917348
"Pacific Whiting","Eureka","2003-2004","May",5003197
"Pacific Whiting","Eureka","2004-2005","May",3574583
"Pacific Whiting","Eureka","2005-2006","May",5729096
"Pacific Whiting","Eureka","2006-2007","May",4986516
"Pacific Whiting","Eureka","2007-2008","May",10723292
"Pacific Whiting","Eureka","2008-2009","May",3950251
"Pacific Whiting","Eureka","2009-2010","May",5335524
"Pacific Whiting","Eureka","2010-2011","May",0
"Pacific Whiting","Eureka","2011-2012","May",9
"Pacific Whiting","Eureka","2012-2013","May",6
"Pacific Whiting","Eureka","2013-2014","May",0
"Pacific Whiting","Eureka","2014-2015","May",0
"Pacific Whiting","Eureka","2015-2016","May",132
"Pacific Whiting","Eureka","2016-2017","May",0
"Pacific Whiting","Eureka","2017-2018","May",0
"Pacific Whiting","Eureka","2018-2019","May",0
"Pacific Whiting","Fort Bragg","2010-2011","May",0
"Pacific Whiting","Fort Bragg","2011-2012","May",0
"Pacific Whiting","Fort Bragg","2012-2013","May",7
"Pacific Whiting","Fort Bragg","2013-2014","May",0
"Pacific Whiting","Fort Bragg","2014-2015","May",0
"Pacific Whiting","Fort Bragg","2015-2016","May",0
"Pacific Whiting","Fort Bragg","2016-2017","May",0
"Pacific Whiting","Fort Bragg","2017-2018","May",33
"Pacific Whiting","Fort Bragg","2018-2019","May",0
"Pacific Whiting","Bodega Bay","1999-2000","May",0
"Pacific Whiting","Bodega Bay","2000-2001","May",0
"Pacific Whiting","Bodega Bay","2001-2002","May",0
"Pacific Whiting","Bodega Bay","2007-2008","May",0
"Pacific Whiting","San Francisco","1999-2000","May",0
"Pacific Whiting","San Francisco","2000-2001","May",4
"Pacific Whiting","San Francisco","2003-2004","May",58
"Pacific Whiting","San Francisco","2005-2006","May",3
"Pacific Whiting","San Francisco","2010-2011","May",0
"Pacific Whiting","San Francisco","2011-2012","May",0
"Pacific Whiting","San Francisco","2012-2013","May",0
"Pacific Whiting","San Francisco","2013-2014","May",0
"Pacific Whiting","San Francisco","2014-2015","May",326
"Pacific Whiting","San Francisco","2015-2016","May",0
"Pacific Whiting","San Francisco","2016-2017","May",339
"Pacific Whiting","San Francisco","2017-2018","May",1041
"Pacific Whiting","Monterey","1999-2000","May",0
"Pacific Whiting","Monterey","2000-2001","May",6
"Pacific Whiting","Monterey","2001-2002","May",40
"Pacific Whiting","Monterey","2003-2004","May",0
"Pacific Whiting","Monterey","2004-2005","May",88454
"Pacific Whiting","Monterey","2005-2006","May",0
"Pacific Whiting","Monterey","2008-2009","May",0
"Pacific Whiting","Monterey","2010-2011","May",0
"Pacific Whiting","Monterey","2011-2012","May",0
"Pacific Whiting","Monterey","2012-2013","May",3
"Pacific Whiting","Monterey","2013-2014","May",246
"Pacific Whiting","Monterey","2014-2015","May",0
"Pacific Whiting","Monterey","2015-2016","May",4
"Pacific Whiting","Monterey","2016-2017","May",6
"Pacific Whiting","Monterey","2017-2018","May",18
"Pacific Whiting","Monterey","2018-2019","May",52
"Pacific Whiting","Morro Bay","2000-2001","May",0
"Pacific Whiting","Morro Bay","2006-2007","May",0
"Pacific Whiting","Morro Bay","2009-2010","May",0
"Pacific Whiting","Morro Bay","2011-2012","May",0
"Pacific Whiting","Morro Bay","2012-2013","May",0
"Pacific Whiting","Morro Bay","2013-2014","May",0
"Pacific Whiting","Morro Bay","2014-2015","May",0
"Pacific Whiting","Morro Bay","2015-2016","May",0
"Pacific Whiting","Morro Bay","2016-2017","May",0
"Pacific Whiting","Morro Bay","2017-2018","May",0
"Pacific Whiting","Santa Barbara","1999-2000","May",0
"Pacific Whiting","Santa Barbara","2000-2001","May",3
"Pacific Whiting","Santa Barbara","2001-2002","May",0
"Pacific Whiting","Santa Barbara","2002-2003","May",0
"Pacific Whiting","Santa Barbara","2003-2004","May",32
"Pacific Whiting","Santa Barbara","2004-2005","May",0
"Pacific Whiting","Santa Barbara","2005-2006","May",67
"Pacific Whiting","Santa Barbara","2006-2007","May",111
"Pacific Whiting","Santa Barbara","2007-2008","May",0
"Pacific Whiting","Santa Barbara","2008-2009","May",0
"Pacific Whiting","Santa Barbara","2009-2010","May",0
"Pacific Whiting","Santa Barbara","2010-2011","May",0
"Pacific Whiting","Santa Barbara","2013-2014","May",22
"Pacific Whiting","Santa Barbara","2014-2015","May",0
"Pacific Whiting","Santa Barbara","2015-2016","May",0
"Pacific Whiting","Santa Barbara","2016-2017","May",32
"Pacific Whiting","Santa Barbara","2017-2018","May",25
"Pacific Whiting","Santa Barbara","2018-2019","May",0
"Pacific Whiting","Los Angeles","1999-2000","May",0
"Pacific Whiting","Los Angeles","2000-2001","May",4
"Pacific Whiting","Los Angeles","2001-2002","May",90
"Pacific Whiting","Los Angeles","2002-2003","May",360
"Pacific Whiting","Los Angeles","2003-2004","May",65
"Pacific Whiting","Los Angeles","2004-2005","May",1
"Pacific Whiting","Los Angeles","2005-2006","May",29
"Pacific Whiting","Los Angeles","2006-2007","May",49
"Pacific Whiting","Los Angeles","2007-2008","May",19
